Tiempo(s)	HUM1	V1	HUM2	V2	HUM3	V3	HUM4	V4	HUM5	V5	HUM6	V6	HUM7	V7	HUM8	V8
211.0	0.30	0.16	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.13
212.0	0.00	0.14	0.00	0.14	0.10	0.15	0.10	0.15	0.10	0.15	0.00	0.13	0.00	0.14	0.00	0.14
213.0	0.00	0.13	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.14
214.0	0.20	0.15	0.00	0.13	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.13
215.0	0.30	0.16	0.10	0.15	0.10	0.15	0.00	0.13	0.00	0.13	0.00	0.12	0.00	0.11	0.00	0.14
216.0	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.12	0.20	0.15	0.00	0.14
217.0	0.00	0.13	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14
218.0	0.00	0.13	0.20	0.15	0.10	0.15	0.00	0.13	0.30	0.16	0.00	0.13	0.00	0.14	0.20	0.15
219.0	0.10	0.15	0.00	0.13	0.10	0.15	0.20	0.15	0.20	0.15	0.00	0.13	0.00	0.14	0.10	0.15
220.0	0.00	0.13	0.00	0.14	0.30	0.16	0.30	0.16	0.40	0.16	0.00	0.12	0.20	0.15	0.00	0.14
221.0	0.10	0.15	0.00	0.14	0.30	0.16	0.10	0.15	0.00	0.12	0.20	0.15	0.20	0.15	0.00	0.14
222.0	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.12
223.0	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14
224.0	0.00	0.13	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.60	0.17	0.00	0.12	0.00	0.14
225.0	0.00	0.14	0.00	0.14	0.00	0.13	0.40	0.16	0.10	0.15	0.00	0.12	0.00	0.13	0.00	0.14
226.0	0.00	0.14	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.14
227.0	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.13	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.14
228.0	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.13	0.50	0.17	0.00	0.14	0.00	0.14
229.0	0.00	0.14	0.20	0.15	0.00	0.13	0.00	0.13	0.00	0.12	0.10	0.15	0.10	0.15	0.00	0.14
230.0	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.13	0.20	0.15
232.0	0.20	0.15	0.00	0.14	0.00	0.12	0.20	0.15	0.40	0.16	0.20	0.15	0.00	0.12	0.00	0.14
233.0	0.00	0.14	0.00	0.13	0.10	0.15	0.00	0.13	0.30	0.16	0.00	0.13	0.00	0.14	0.00	0.14
234.0	0.20	0.15	0.30	0.16	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15
235.0	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.11	0.00	0.14	0.20	0.15
236.0	0.20	0.15	0.00	0.14	0.40	0.16	0.20	0.15	0.00	0.12	0.00	0.12	0.00	0.13	0.00	0.13
237.0	0.10	0.15	0.00	0.13	0.20	0.15	0.10	0.15	0.00	0.14	0.00	0.12	0.00	0.14	0.20	0.15
238.0	0.00	0.13	0.00	0.14	0.00	0.13	0.10	0.15	0.00	0.14	0.00	0.13	0.20	0.15	0.00	0.14
239.0	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.14	0.30	0.16	0.30	0.16	0.00	0.14
240.0	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.11	0.00	0.13	0.00	0.14	0.00	0.14
241.0	0.20	0.15	0.00	0.14	0.20	0.15	0.30	0.16	0.00	0.13	0.80	0.18	0.20	0.15	0.00	0.14
242.0	0.00	0.14	0.10	0.15	0.30	0.16	0.20	0.15	0.00	0.14	0.00	0.14	0.20	0.15	0.10	0.15
243.0	0.40	0.16	0.00	0.13	0.20	0.15	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14
244.0	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15	0.20	0.15	0.50	0.17	0.00	0.14	0.30	0.16
245.0	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.14
246.0	0.10	0.15	0.10	0.15	0.20	0.15	0.00	0.13	0.10	0.15	0.10	0.15	0.00	0.13	0.00	0.14
247.0	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.13	0.00	0.14	0.10	0.15	0.00	0.14
248.0	0.00	0.14	0.20	0.15	0.00	0.13	0.10	0.15	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14
249.0	0.10	0.15	0.00	0.13	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.12
250.0	0.30	0.16	0.20	0.15	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.13
251.0	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.13	0.10	0.15	0.10	0.15	0.00	0.14	0.20	0.15
252.0	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.10	0.15	0.20	0.15
253.0	0.10	0.15	0.30	0.16	0.20	0.15	0.10	0.15	0.30	0.16	0.20	0.15	0.00	0.14	0.20	0.15
254.0	0.10	0.15	0.20	0.15	0.20	0.15	0.00	0.14	0.00	0.13	0.80	0.18	0.10	0.15	0.20	0.15
255.0	0.10	0.15	0.00	0.13	0.00	0.13	0.20	0.15	0.00	0.13	0.00	0.14	0.00	0.13	0.00	0.14
257.0	0.20	0.15	0.00	0.13	0.00	0.14	0.20	0.15	0.00	0.12	0.00	0.14	0.00	0.14	0.00	0.14
258.0	0.10	0.15	0.00	0.14	0.30	0.16	0.00	0.14	0.10	0.15	0.30	0.16	0.00	0.13	0.50	0.17
259.0	0.00	0.14	0.00	0.13	0.00	0.13	0.20	0.15	0.00	0.12	0.00	0.12	0.00	0.14	0.00	0.13
260.0	0.00	0.14	0.30	0.16	0.20	0.15	0.00	0.13	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.14
261.0	0.00	0.13	0.10	0.15	0.30	0.16	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14	0.10	0.15
262.0	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.13
263.0	0.20	0.15	0.20	0.15	0.00	0.12	0.10	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.20	0.15
264.0	0.00	0.13	0.30	0.16	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.14
265.0	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.13	0.00	0.14	0.00	0.14	0.10	0.15	0.20	0.15
266.0	0.00	0.14	0.30	0.16	0.00	0.13	0.00	0.14	0.30	0.16	0.00	0.11	0.00	0.14	0.00	0.14
267.0	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.13
268.0	0.20	0.15	0.30	0.16	0.00	0.13	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.13	0.10	0.15
269.0	0.30	0.16	0.00	0.14	0.30	0.16	0.20	0.15	0.00	0.13	0.00	0.12	0.00	0.14	0.00	0.14
270.0	0.20	0.15	0.50	0.17	0.00	0.12	0.20	0.15	0.00	0.13	0.30	0.16	0.10	0.15	0.00	0.14
271.0	0.00	0.14	0.00	0.13	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.12	0.00	0.13	0.00	0.14
272.0	0.10	0.15	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.12	0.00	0.11	0.00	0.13	0.00	0.12
273.0	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.13	0.00	0.14
274.0	0.10	0.15	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.12	0.10	0.15	0.00	0.13
275.0	0.00	0.12	0.20	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.50	0.17	0.00	0.14	0.00	0.13
276.0	0.00	0.13	0.10	0.15	0.00	0.14	0.00	0.13	0.10	0.15	0.10	0.15	0.00	0.14	0.00	0.14
277.0	0.00	0.13	0.20	0.15	0.20	0.15	0.00	0.14	0.00	0.09	0.10	0.15	0.00	0.14	0.00	0.13
278.0	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.12	0.00	0.14	0.00	0.14
279.0	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.12	0.20	0.15	0.00	0.14	0.10	0.15
280.0	0.20	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.30	0.16	0.00	0.12	0.10	0.15	0.00	0.14
281.0	0.30	0.16	0.30	0.16	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.13
283.0	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14	0.50	0.17	0.00	0.14	0.00	0.14	0.00	0.14
284.0	0.20	0.15	0.00	0.13	0.00	0.13	0.00	0.14	0.30	0.16	0.10	0.15	0.00	0.14	0.00	0.14
285.0	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.12	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14
286.0	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.13	0.00	0.12	0.10	0.15	0.40	0.16	0.00	0.14
287.0	0.00	0.14	0.00	0.13	0.30	0.16	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14
288.0	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.13	0.40	0.16	0.10	0.15	0.00	0.14
289.0	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.13	0.20	0.15	0.00	0.14	0.10	0.15
290.0	0.10	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.14
291.0	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.14	0.10	0.15
292.0	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.14	0.10	0.15	0.20	0.15	0.20	0.15	0.00	0.14
293.0	0.10	0.15	0.00	0.13	0.10	0.15	0.00	0.14	0.00	0.13	0.30	0.16	0.00	0.13	0.00	0.13
294.0	0.20	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.30	0.16	0.20	0.15	0.20	0.15	0.20	0.15
295.0	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.20	0.15
296.0	0.20	0.15	0.00	0.14	0.20	0.15	0.00	0.13	0.00	0.14	0.00	0.12	0.00	0.13	0.00	0.14
297.0	0.00	0.14	0.00	0.14	0.10	0.15	0.10	0.15	0.20	0.15	0.30	0.16	0.00	0.13	0.00	0.14
298.0	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.13	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14
299.0	0.20	0.15	0.30	0.16	0.00	0.14	0.10	0.15	0.40	0.16	0.00	0.14	0.00	0.14	0.00	0.13
300.0	0.10	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14
301.0	0.00	0.13	0.00	0.13	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.12	0.00	0.14	0.10	0.15
302.0	0.20	0.15	0.30	0.16	0.00	0.14	0.50	0.17	0.00	0.12	0.30	0.16	0.00	0.14	0.00	0.13
303.0	0.00	0.13	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.13
304.0	0.00	0.12	0.50	0.17	0.00	0.13	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15
305.0	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.13	0.10	0.15	0.00	0.14	0.00	0.13	0.10	0.15
306.0	0.10	0.15	0.00	0.13	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14
308.0	0.00	0.14	0.00	0.13	0.00	0.12	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.14
309.0	0.00	0.13	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.12	0.00	0.14	0.00	0.13
310.0	0.00	0.14	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.10	0.15
311.0	0.00	0.14	0.00	0.13	0.00	0.14	0.30	0.16	0.20	0.15	0.00	0.13	0.00	0.13	0.00	0.14
312.0	0.10	0.15	0.00	0.14	0.30	0.16	0.00	0.13	0.50	0.17	0.00	0.13	0.10	0.15	0.30	0.16
313.0	0.00	0.14	0.40	0.16	0.10	0.15	0.10	0.15	0.00	0.12	0.00	0.13	0.00	0.13	0.00	0.13
314.0	0.00	0.12	0.20	0.15	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.13	0.00	0.14
315.0	0.10	0.15	0.00	0.14	0.30	0.16	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14
316.0	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.14
317.0	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.13	0.00	0.12	0.00	0.14	0.20	0.15	0.00	0.14
318.0	0.40	0.16	0.00	0.13	0.00	0.14	0.10	0.15	0.00	0.10	0.50	0.17	0.00	0.12	0.00	0.14
319.0	0.00	0.14	0.10	0.15	0.20	0.15	0.40	0.16	0.00	0.13	0.10	0.15	0.20	0.15	0.10	0.15
320.0	0.00	0.14	0.20	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.11	0.00	0.14
321.0	0.00	0.14	0.00	0.12	0.00	0.14	0.30	0.16	0.40	0.16	0.30	0.16	0.20	0.15	0.00	0.13
322.0	0.00	0.13	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.13	0.20	0.15	0.20	0.15
323.0	0.10	0.15	0.40	0.16	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.12	0.20	0.15	0.00	0.14
324.0	0.20	0.15	0.00	0.14	0.40	0.16	0.00	0.14	0.40	0.16	0.00	0.12	0.20	0.15	0.00	0.14
325.0	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.12
326.0	0.00	0.13	0.30	0.16	0.10	0.15	0.00	0.14	0.00	0.14	0.30	0.16	0.20	0.15	0.00	0.14
327.0	0.10	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.12	0.20	0.15	0.20	0.15
328.0	0.00	0.14	0.20	0.15	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14	0.20	0.15
329.0	0.00	0.14	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.13	0.00	0.14
330.0	0.20	0.15	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.13	0.00	0.14
331.0	0.10	0.15	0.20	0.15	0.00	0.13	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14
332.0	0.00	0.14	0.10	0.15	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.11	0.20	0.15	0.00	0.14
334.0	0.00	0.13	0.00	0.14	0.00	0.12	0.00	0.14	0.00	0.11	0.00	0.14	0.00	0.14	0.00	0.14
335.0	0.00	0.14	0.10	0.15	0.20	0.15	0.20	0.15	0.00	0.12	0.00	0.14	0.00	0.14	0.10	0.15
336.0	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.13	0.00	0.13	0.10	0.15	0.10	0.15	0.00	0.14
337.0	0.00	0.13	0.10	0.15	0.30	0.16	0.00	0.14	0.00	0.13	0.10	0.15	0.10	0.15	0.00	0.13
338.0	0.00	0.14	0.00	0.14	0.00	0.13	0.10	0.15	0.10	0.15	0.00	0.14	0.10	0.15	0.30	0.16
339.0	0.00	0.14	0.00	0.13	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.13
340.0	0.10	0.15	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.13	0.00	0.14	0.10	0.15	0.00	0.14
341.0	0.00	0.14	0.00	0.13	0.30	0.16	0.00	0.14	0.10	0.15	0.00	0.13	0.00	0.14	0.00	0.14
342.0	0.00	0.12	0.20	0.15	0.10	0.15	0.00	0.14	0.20	0.15	0.00	0.12	0.10	0.15	0.00	0.14
343.0	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.13	0.00	0.13	0.10	0.15
344.0	0.20	0.15	0.30	0.16	0.00	0.14	0.10	0.15	0.20	0.15	0.00	0.13	0.00	0.14	0.00	0.14
345.0	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.13
346.0	0.00	0.14	0.30	0.16	0.00	0.13	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14
347.0	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.13	0.10	0.15	0.00	0.14	0.00	0.14
348.0	0.00	0.13	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.14	0.30	0.16	0.20	0.15	0.00	0.13
349.0	0.10	0.15	0.00	0.14	0.00	0.12	0.10	0.15	0.10	0.15	0.10	0.15	0.00	0.13	0.00	0.14
350.0	0.10	0.15	0.00	0.13	0.10	0.15	0.00	0.14	0.20	0.15	0.40	0.16	0.00	0.13	0.00	0.14
351.0	0.10	0.15	0.20	0.15	0.00	0.14	0.30	0.16	0.00	0.13	0.00	0.13	0.10	0.15	0.00	0.13
352.0	0.30	0.16	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.13	0.10	0.15
353.0	0.20	0.15	0.00	0.14	0.00	0.13	0.10	0.15	0.10	0.15	0.00	0.12	0.20	0.15	0.20	0.15
354.0	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.14	0.20	0.15	0.10	0.15	0.00	0.13	0.00	0.14
355.0	0.20	0.15	0.00	0.13	0.00	0.13	0.00	0.14	0.10	0.15	0.00	0.13	0.00	0.12	0.00	0.13
356.0	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.12	0.20	0.15	0.30	0.16	0.10	0.15	0.00	0.13
357.0	0.00	0.14	0.00	0.12	0.10	0.15	0.10	0.15	0.10	0.15	0.30	0.16	0.00	0.13	0.10	0.15
359.0	0.20	0.15	0.00	0.13	0.40	0.16	0.40	0.16	0.00	0.13	0.20	0.15	0.00	0.14	0.00	0.13
360.0	0.20	0.15	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.13	0.20	0.15	0.30	0.16	0.00	0.14
361.0	0.00	0.13	0.00	0.13	0.00	0.14	0.20	0.15	0.30	0.16	0.00	0.13	0.00	0.14	0.00	0.14
362.0	0.00	0.14	0.10	0.15	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.13
363.0	0.10	0.15	0.40	0.16	0.00	0.12	0.40	0.16	0.30	0.16	0.00	0.13	0.30	0.16	0.00	0.13
364.0	0.10	0.15	0.20	0.15	0.00	0.13	0.10	0.15	0.20	0.15	0.00	0.13	0.00	0.14	0.00	0.14
365.0	0.00	0.14	0.00	0.13	0.10	0.15	0.20	0.15	0.00	0.13	0.00	0.14	0.20	0.15	0.00	0.14
366.0	0.40	0.16	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.12	0.00	0.14	0.00	0.13	0.00	0.14
367.0	0.00	0.14	0.10	0.15	0.00	0.12	0.10	0.15	0.30	0.16	0.20	0.15	0.00	0.13	0.20	0.15
368.0	0.00	0.14	0.20	0.15	0.00	0.13	0.00	0.14	0.30	0.16	0.10	0.15	0.00	0.14	0.30	0.16
369.0	0.00	0.14	0.30	0.16	0.30	0.16	0.00	0.14	0.00	0.12	0.00	0.14	0.30	0.16	0.00	0.14
370.0	0.00	0.14	0.00	0.14	0.00	0.13	0.10	0.15	0.30	0.16	0.00	0.14	0.00	0.13	0.00	0.13
371.0	0.00	0.13	0.00	0.14	0.30	0.16	0.00	0.13	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14
372.0	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15	0.10	0.15	0.00	0.14	0.00	0.13
373.0	0.20	0.15	0.00	0.13	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.13
374.0	0.00	0.13	0.00	0.14	0.30	0.16	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14
375.0	0.10	0.15	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.13	0.00	0.14
376.0	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.13	0.30	0.16	0.30	0.16	0.20	0.15
377.0	0.30	0.16	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.12	0.10	0.15	0.00	0.13	0.00	0.14
378.0	0.00	0.14	0.30	0.16	0.20	0.15	0.20	0.15	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14
379.0	0.10	0.15	0.00	0.14	0.00	0.14	0.30	0.16	0.20	0.15	0.00	0.14	0.10	0.15	0.00	0.13
380.0	0.00	0.13	0.00	0.14	0.20	0.15	0.00	0.13	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.13
381.0	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.14
382.0	0.10	0.15	0.10	0.15	0.00	0.14	0.20	0.15	0.70	0.18	0.00	0.14	0.00	0.14	0.00	0.13
383.0	0.00	0.13	0.10	0.15	0.20	0.15	0.00	0.12	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15
385.0	0.00	0.13	0.10	0.15	0.50	0.17	0.00	0.14	0.30	0.16	0.00	0.12	0.00	0.14	0.30	0.16
386.0	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.14	0.10	0.15	0.00	0.14
387.0	0.10	0.15	0.20	0.15	0.30	0.16	0.20	0.15	0.00	0.13	0.00	0.12	0.00	0.13	0.00	0.14
388.0	0.10	0.15	0.00	0.14	0.10	0.15	0.40	0.16	0.00	0.12	0.30	0.16	0.00	0.13	0.00	0.14
389.0	0.00	0.14	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.10	0.10	0.15	0.00	0.14
390.0	0.20	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.13	0.20	0.15	0.10	0.15
391.0	0.00	0.13	0.20	0.15	0.30	0.16	0.00	0.13	0.30	0.16	0.20	0.15	0.00	0.14	0.00	0.13
392.0	0.00	0.14	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.12	0.20	0.15	0.00	0.14	0.20	0.15
393.0	0.00	0.13	0.20	0.15	0.40	0.16	0.00	0.14	0.00	0.13	0.10	0.15	0.10	0.15	0.10	0.15
394.0	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.12	0.10	0.15	0.00	0.14
395.0	0.30	0.16	0.20	0.15	0.00	0.14	0.20	0.15	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.13
396.0	0.10	0.15	0.00	0.13	0.30	0.16	0.10	0.15	0.40	0.16	0.10	0.15	0.00	0.14	0.10	0.15
397.0	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.13	0.10	0.15	0.20	0.15	0.00	0.14
398.0	0.00	0.14	0.20	0.15	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14
399.0	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.20	0.15	0.10	0.15	0.20	0.15	0.00	0.14
400.0	0.10	0.15	0.00	0.14	0.20	0.15	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.10	0.15
401.0	0.20	0.15	0.40	0.16	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.12	0.20	0.15	0.10	0.15
402.0	0.00	0.13	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15
403.0	0.00	0.14	0.30	0.16	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.12	0.00	0.14	0.00	0.13
404.0	0.00	0.14	0.10	0.15	0.50	0.17	0.00	0.14	0.00	0.13	0.10	0.15	0.30	0.16	0.00	0.14
405.0	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15	0.10	0.15	0.10	0.15	0.00	0.14	0.00	0.14
406.0	0.40	0.16	0.40	0.16	0.10	0.15	0.00	0.14	0.00	0.12	0.00	0.11	0.00	0.14	0.20	0.15
407.0	0.10	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.13
408.0	0.00	0.14	0.20	0.15	0.50	0.17	0.00	0.14	0.00	0.14	0.00	0.12	0.00	0.13	0.00	0.14
409.0	0.10	0.15	0.10	0.15	0.00	0.13	0.00	0.14	0.00	0.12	0.00	0.12	0.00	0.14	0.00	0.13
411.0	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.12	0.10	0.15	0.00	0.13	0.20	0.15	0.10	0.15
412.0	0.00	0.14	0.10	0.15	0.10	0.15	0.20	0.15	0.00	0.13	0.20	0.15	0.10	0.15	0.00	0.14
413.0	0.00	0.14	0.00	0.13	0.30	0.16	0.10	0.15	0.00	0.14	0.00	0.12	0.00	0.14	0.30	0.16
414.0	0.00	0.13	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.14
415.0	0.10	0.15	0.30	0.16	0.40	0.16	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14	0.00	0.14
416.0	0.00	0.12	0.00	0.14	0.00	0.13	0.10	0.15	0.10	0.15	0.00	0.13	0.10	0.15	0.20	0.15
417.0	0.10	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.13	0.20	0.15	0.10	0.15	0.10	0.15
418.0	0.00	0.14	0.20	0.15	0.20	0.15	0.00	0.13	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.13
419.0	0.10	0.15	0.20	0.15	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.14	0.00	0.12	0.10	0.15
420.0	0.00	0.13	0.10	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.12	0.10	0.15	0.10	0.15
421.0	0.00	0.14	0.10	0.15	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.13	0.00	0.14	0.30	0.16
422.0	0.00	0.14	0.00	0.12	0.00	0.13	0.00	0.14	0.00	0.13	0.40	0.16	0.00	0.14	0.00	0.14
